m,x,y,z,vx,vy,vz,ra,dec,dis,vh,mu_r,mu_d,l,b,mu_l,mu_b,l_alt,phi1,phi2,mu_p1,mu_p2,sID
0.0,12.666127,1.701116,13.20961,108.718108,-117.671801,-91.101299,241.401154,-6.478696,24.73591,3.677967,-1.165248,-3.10929,4.665643,32.277857,-3.168989,-0.991461,4.665643,-117.242454,19.833458,2.672472,-1.97063,5
0.0,13.698521,0.518895,12.244323,97.615721,-118.606685,-101.820148,242.008189,-10.60269,25.075384,13.85976,-1.124685,-3.084064,1.35876,29.228941,-3.094767,-1.094889,1.35876,-112.867409,19.227732,2.606135,-1.996103,5
0.0,14.615764,-0.66769,11.176104,85.709543,-118.544361,-111.668778,242.673452,-14.669361,25.395015,23.635957,-1.084609,-3.053561,-1.677866,26.109654,-3.020562,-1.173378,-1.677866,-108.5694,18.575275,2.535768,-2.017546,5
0.0,15.410489,-1.848685,10.014191,73.135677,-117.491037,-120.543098,243.403967,-18.676755,25.692771,32.952409,-1.044743,-3.018582,-4.481244,22.939995,-2.947954,-1.229997,-4.481244,-104.349014,17.881848,2.462161,-2.034967,5
0.0,16.076735,-3.014277,8.768773,60.038395,-115.468863,-128.356845,244.208473,-22.62295,25.966699,41.762819,-1.004753,-2.979929,-7.084159,19.736384,-2.877998,-1.26753,-7.084159,-100.206089,17.153173,2.386052,-2.048478,5
0.0,16.610008,-4.154951,7.450807,46.565691,-112.514613,-135.043251,245.097812,-26.506058,26.214948,50.028499,-0.964233,-2.938399,-9.515426,16.512217,-2.811373,-1.288454,-9.515426,-96.139726,16.394846,2.308118,-2.058282,5
0.0,17.007292,-5.261623,6.071816,32.864953,-108.677734,-140.555645,246.085455,-30.324184,26.435782,57.71794,-0.922683,-2.89478,-11.800309,13.278334,-2.748491,-1.294948,-11.800309,-92.148317,15.612267,2.228971,-2.064651,5
0.0,17.267027,-6.325759,4.643691,19.079088,-104.017975,-144.867027,247.188211,-34.075347,26.627589,64.806257,-0.879487,-2.849845,-13.960988,10.043392,-2.689576,-1.288912,-13.960988,-88.229583,14.810583,2.149151,-2.067912,5
0.0,-15.315574,106.048771,-26.973351,-33.145477,-123.03311,9.517183,334.959124,39.920808,109.657869,-355.789287,0.204127,-0.065971,93.850464,-14.239599,0.131347,-0.169612,93.850464,-56.425854,-5.948532,0.209511,-0.046103,10
0.0,-15.645237,104.806168,-26.875048,-32.784302,-125.492681,10.145321,335.273187,39.954165,108.454417,-357.861023,0.208778,-0.067238,94.075327,-14.347389,0.135249,-0.172676,94.075327,-56.188198,-5.891782,0.214445,-0.046073,10
0.0,-15.971205,103.538811,-26.770398,-32.406197,-127.984134,10.78684,335.593578,39.986813,107.227206,-359.953579,0.213641,-0.068584,94.304448,-14.457424,0.139331,-0.175877,94.304448,-55.945988,-5.834314,0.219604,-0.046043,10
0.0,-16.293304,102.246375,-26.659264,-32.01034,-130.50876,11.442341,335.920629,40.018701,105.97592,-362.067626,0.21873,-0.070013,94.538058,-14.569823,0.143606,-0.179226,94.538058,-55.698977,-5.776095,0.225005,-0.046014,10
0.0,-16.611351,100.928521,-26.541502,-31.595849,-133.067915,12.11246,336.25469,40.049778,104.700234,-364.203855,0.224061,-0.071535,94.776406,-14.684717,0.148087,-0.182731,94.776406,-55.4469,-5.717087,0.230664,-0.045985,10
0.0,-16.925157,99.584897,-26.416962,-31.161777,-135.663026,12.79788,336.596139,40.079983,103.399808,-366.362969,0.229651,-0.073155,95.019759,-14.802247,0.152791,-0.186403,95.019759,-55.189473,-5.65725,0.236599,-0.045956,10
0.0,-17.23452,98.215136,-26.285489,-30.707103,-138.295594,13.499324,336.945381,40.109251,102.074288,-368.545683,0.235519,-0.074882,95.268405,-14.922563,0.157733,-0.190255,95.268405,-54.926389,-5.596543,0.242832,-0.045927,10
0.0,-17.539228,96.818855,-26.146919,-30.23073,-140.9672,14.217566,337.30285,40.137508,100.723307,-370.752725,0.241686,-0.076725,95.522651,-15.045827,0.162932,-0.194298,95.522651,-54.65732,-5.534923,0.249384,-0.045897,10
0.0,-17.83906,95.395656,-26.001078,-29.731473,-143.679512,14.953436,337.669015,40.164672,99.346481,-372.984833,0.248173,-0.078695,95.782832,-15.172215,0.168409,-0.198548,95.782832,-54.381911,-5.472341,0.256279,-0.045867,10
0.0,-18.133779,93.945123,-25.847787,-29.208051,-146.434287,15.707818,338.04438,40.190652,97.943411,-375.24275,0.255006,-0.080804,96.049308,-15.301917,0.174186,-0.203019,96.049308,-54.099779,-5.40875,0.263546,-0.045835,10
0.0,-18.423137,92.466823,-25.686856,-28.659079,-149.233383,16.481664,338.429489,40.215347,96.513681,-377.527222,0.262213,-0.083063,96.322469,-15.435137,0.180288,-0.207728,96.322469,-53.810507,-5.344095,0.271214,-0.045802,10
0.0,-18.706872,90.960302,-25.518084,-28.083056,-152.078762,17.275992,338.824933,40.238644,95.056858,-379.838995,0.269822,-0.085487,96.602739,-15.572098,0.186742,-0.212696,96.602739,-53.513648,-5.27832,0.279316,-0.045766,10
0.0,-18.984704,89.425087,-25.341262,-27.478354,-154.972501,18.0919,339.23135,40.260415,93.572488,-382.178805,0.277869,-0.088093,96.890578,-15.713043,0.193579,-0.217941,96.890578,-53.208709,-5.211365,0.28789,-0.045728,10
0.0,-19.256339,87.860683,-25.156169,-26.843202,-157.916799,18.930568,339.649435,40.280517,92.0601,-384.547375,0.28639,-0.090899,97.18649,-15.858236,0.200834,-0.223489,97.18649,-52.895158,-5.143165,0.296975,-0.045686,10
0.0,-19.521462,86.266575,-24.96257,-26.175671,-160.913983,19.79327,340.079944,40.29879,90.519202,-386.945402,0.295426,-0.093925,97.491024,-16.007965,0.208544,-0.229364,97.491024,-52.572413,-5.073651,0.306619,-0.045641,10
0.0,-19.779739,84.642219,-24.760218,-25.473656,-163.966525,20.681381,340.523702,40.315053,88.949278,-389.373547,0.305025,-0.097195,97.804782,-16.162548,0.216753,-0.235595,97.804782,-52.239834,-5.002749,0.316873,-0.045591,10
0.0,-20.030814,82.987051,-24.548851,-24.734856,-167.077046,21.596391,340.98161,40.329102,87.349791,-391.832421,0.315238,-0.100735,98.128425,-16.32233,0.225509,-0.242215,98.128425,-51.896723,-4.930377,0.327794,-0.045536,10
0.0,-20.274307,81.300476,-24.328193,-23.956751,-170.248331,22.539913,341.454658,40.340705,85.720179,-394.322567,0.326123,-0.104577,98.462682,-16.487695,0.234866,-0.24926,98.462682,-51.542308,-4.856451,0.339448,-0.045474,10
0.0,-20.50981,79.581872,-24.097951,-23.136575,-173.483341,23.513702,341.943931,40.349599,84.059855,-396.844434,0.337747,-0.108755,98.808357,-16.659063,0.244888,-0.25677,98.808357,-51.175739,-4.780878,0.351908,-0.045404,10
0.0,-20.736889,77.830587,-23.857811,-22.271282,-176.785224,24.519667,342.450628,40.355485,82.368204,-399.398353,0.350185,-0.11331,99.166343,-16.836902,0.255643,-0.264792,99.166343,-50.796074,-4.703556,0.365259,-0.045326,10
0.0,-20.955076,76.045934,-23.607442,-21.357514,-180.157334,25.559887,342.976071,40.358019,80.644585,-401.984494,0.363519,-0.118288,99.537632,-17.02173,0.267213,-0.273378,99.537632,-50.402268,-4.624378,0.379594,-0.045238,10
0.0,-21.163867,74.227194,-23.34649,-20.391561,-183.60324,26.63664,343.521727,40.35681,78.888324,-404.602829,0.377848,-0.123743,99.923331,-17.214125,0.279691,-0.282586,99.923331,-49.993154,-4.543224,0.395024,-0.045138,10
0.0,-21.362721,72.373611,-23.074578,-19.369307,-187.126745,27.752417,344.089226,40.351404,77.098719,-407.253069,0.393282,-0.129739,100.32468,-17.414732,0.293181,-0.292485,100.32468,-49.56743,-4.459966,0.411674,-0.045025,10
0.0,-21.551052,70.484387,-22.791301,-18.286179,-190.731905,28.909955,344.680389,40.34128,75.275034,-409.934592,0.409947,-0.136349,100.743074,-17.624275,0.307808,-0.303153,100.743074,-49.123632,-4.374464,0.429688,-0.044896,10
0.0,-21.728226,68.558686,-22.496228,-17.137082,-194.423038,30.112265,345.297251,40.325831,73.416499,-412.64635,0.42799,-0.143662,101.180087,-17.843569,0.323715,-0.314679,101.180087,-48.660113,-4.286565,0.449234,-0.04475,10
0.0,-21.893556,66.595625,-22.188894,-15.916315,-198.20475,31.362672,345.9421,40.304349,71.522309,-415.386754,0.44758,-0.151781,101.637507,-18.073537,0.341068,-0.327165,101.637507,-48.175005,-4.196102,0.470507,-0.044583,10
0.0,-22.046294,64.594273,-21.868801,-14.617489,-202.081945,32.664854,346.61752,40.276008,69.591624,-418.153517,0.468915,-0.160828,102.117368,-18.315225,0.360065,-0.340734,102.117368,-47.666186,-4.102889,0.493737,-0.044392,10
0.0,-22.185623,62.55365,-21.53541,-13.233413,-206.059839,34.02289,347.326437,40.239832,67.623565,-420.943463,0.492227,-0.170954,102.622004,-18.569826,0.380939,-0.355525,102.622004,-47.131232,-4.006725,0.519193,-0.044175,10
0.0,-22.310652,60.472722,-21.188141,-11.755967,-210.143975,35.441321,348.072179,40.194667,65.617218,-423.752267,0.51779,-0.182335,103.154103,-18.83871,0.403966,-0.371704,103.154103,-46.567355,-3.907385,0.547195,-0.043927,10
0.0,-22.420402,58.350397,-20.826364,-10.175948,-214.340228,36.925214,348.858556,40.13914,63.571632,-426.574121,0.545926,-0.195191,103.716782,-19.123454,0.429478,-0.389466,103.716782,-45.971337,-3.804624,0.578127,-0.043643,10
0.0,-22.513796,56.185524,-20.449398,-8.482886,-218.654803,38.480244,349.689947,40.071603,61.485819,-429.401297,0.577025,-0.209788,104.313678,-19.425885,0.457878,-0.409043,104.313678,-45.339434,-3.698165,0.612448,-0.043319,10
0.0,-22.589644,53.976885,-20.0565,-6.664818,-223.094219,40.11278,350.571416,39.990067,59.358764,-432.223554,0.611549,-0.226458,104.949064,-19.748135,0.489654,-0.430715,104.949064,-44.667265,-3.587706,0.650716,-0.042948,10
0.0,-22.646631,51.723201,-19.646859,-4.708019,-227.665281,41.830005,351.508852,39.892113,57.189421,-435.02735,0.650065,-0.245611,105.628003,-20.092704,0.525407,-0.454815,105.628003,-43.949668,-3.472906,0.693614,-0.042524,10
0.0,-22.683291,49.423118,-19.21959,-2.596671,-232.375016,43.640037,352.509151,39.774774,54.976728,-437.794772,0.693259,-0.267768,106.356543,-20.462546,0.565884,-0.481751,106.356543,-43.180505,-3.353385,0.741985,-0.042038,10
0.0,-22.69799,47.075214,-18.773718,-0.312455,-237.230573,45.552089,353.580445,39.634378,52.71962,-440.502059,0.741984,-0.293592,107.141978,-20.861179,0.61202,-0.512023,107.141978,-42.352421,-3.22872,0.796879,-0.041482,10
0.0,-22.688894,44.677997,-18.308172,2.165948,-242.239063,47.576647,354.732393,39.466331,50.417047,-443.117557,0.797296,-0.323936,107.993194,-21.292825,0.665006,-0.546245,107.993194,-41.456516,-3.098432,0.859621,-0.040847,10
0.0,-22.653942,42.229901,-17.821769,4.863475,-247.407303,49.725691,355.976569,39.264831,48.068002,-445.598827,0.860529,-0.359915,108.921146,-21.762594,0.726367,-0.585183,108.921146,-40.48191,-2.961988,0.931901,-0.040123,10
0.0,-22.590798,39.729298,-17.313197,7.809447,-252.741434,52.012943,357.326967,39.022452,45.671573,-447.8885,0.933378,-0.403005,109.939508,-22.27673,0.798098,-0.629799,109.939508,-39.415142,-2.818785,1.015905,-0.039298,10
0.0,-22.49681,37.174503,-16.780997,11.038525,-258.246334,54.454169,358.800672,38.729568,43.227003,-449.908247,1.018032,-0.455189,111.0656,-22.842938,0.882839,-0.681309,111.0656,-38.239348,-2.668151,1.114502,-0.038363,10
0.0,-22.368948,34.563792,-16.22354,14.591896,-263.924737,57.067511,0.418768,38.373512,40.733794,-451.549804,1.117352,-0.519181,112.321713,-23.470826,0.98415,-0.741265,112.321713,-36.933099,-2.509333,1.231516,-0.037311,10
0.0,-22.203729,31.895431,-15.639003,18.518744,-269.775902,59.873862,2.20759,37.937338,38.191858,-452.66136,1.235135,-0.598756,113.737061,-24.172504,1.106923,-0.811657,113.737061,-35.468719,-2.341497,1.372137,-0.036141,10
0.0,-21.997133,29.167718,-15.025339,22.878054,-275.793604,62.897252,4.200456,37.397954,35.601756,-453.026407,1.376504,-0.69928,115.350741,-24.963402,1.258033,-0.895046,115.350741,-33.809827,-2.16374,1.543548,-0.034869,10
0.0,-21.744492,26.379052,-14.380243,27.740788,-281.963086,66.16519,6.440113,36.723237,32.965065,-452.329983,1.548492,-0.828548,117.216321,-25.86338,1.447374,-0.9947,117.216321,-31.907624,-1.975108,1.755903,-0.033537,10
0.0,-21.440356,23.528041,-13.701117,33.192404,-288.25644,69.708854,8.982254,35.86746,30.284971,-450.103248,1.760933,-0.998147,119.409216,-26.898187,1.689564,-1.1147,119.409216,-29.695162,-1.774669,2.023893,-0.032246,10
0.0,-21.078341,20.613667,-12.985033,39.335526,-294.625577,73.562875,11.900624,34.763846,27.567248,-445.629532,2.027827,-1.22574,122.038947,-28.101252,2.006843,-1.259803,122.038947,-27.078239,-1.561652,2.369293,-0.031211,10
0.0,-20.650936,17.635535,-12.228703,46.292247,-300.991571,77.764275,15.294546,33.312117,24.821914,-437.779734,2.369436,-1.538901,125.2703,-29.515404,2.434067,-1.434491,125.2703,-23.920563,-1.335763,2.825153,-0.03088,10
0.0,-20.149311,14.594258,-11.428468,54.204709,-307.228702,82.349636,19.300015,31.357186,22.06614,-424.714595,2.81538,-1.981512,129.361187,-31.192751,3.027392,-1.639407,129.361187,-20.018992,-1.097854,3.442633,-0.032186,10
0.0,-19.563128,11.492032,-10.58033,63.231026,-313.141242,87.34889,24.105873,28.652382,19.329545,-403.333512,3.408634,-2.623695,134.732261,-33.186478,3.878675,-1.85969,134.732261,-15.061783,-0.851387,4.301301,-0.037084,10
0.0,-18.880441,8.33349,-9.680073,73.530484,-318.431886,92.772906,29.976073,24.797825,16.664127,-368.26047,4.208137,-3.573079,142.093778,-35.513369,5.134113,-2.028843,142.093778,-8.560149,-0.605663,5.520221,-0.049712,10
0.0,-18.087847,5.126899,-8.723554,85.226994,-322.665196,98.590813,37.275264,19.15244,14.163,-310.162931,5.278461,-4.96601,152.645034,-38.020233,6.986593,-1.926376,152.645034,0.247826,-0.382898,7.246878,-0.078523,10
0.0,-17.171169,1.885688,-7.707297,98.334935,-325.242695,104.693501,46.479553,10.790726,11.993137,-214.215267,6.624346,-6.83958,168.157779,-39.989132,9.471423,-0.976712,168.157779,12.445477,-0.231928,9.520654,-0.137751,10
0.0,-16.117121,-1.37,-6.629498,112.637906,-325.433669,110.847738,58.109334,-1.126309,10.433445,-65.012758,7.981299,-8.645551,-170.209278,-39.450277,11.661592,1.566509,-170.209278,29.053123,-0.242146,11.763995,-0.234775,10
0.0,-14.916313,-4.612643,-5.491443,127.555055,-322.532828,116.669374,72.443619,-15.86016,9.840594,127.593142,8.579105,-8.773979,-145.606808,-33.920343,11.37682,4.599099,-145.606808,49.46922,-0.506989,12.266998,-0.323294,10
0.0,-13.567164,-7.809044,-4.298846,142.121349,-316.170191,121.674308,88.939661,-29.858368,10.416541,306.922806,7.742094,-6.440102,-124.610267,-24.374194,8.562939,5.300096,-124.610267,70.080577,-0.997865,10.065297,-0.323639,10
0.0,-12.07877,-10.925304,-3.062128,155.230168,-306.606271,125.439195,105.897901,-39.736919,11.998121,425.44855,5.941385,-3.524729,-109.648593,-14.786461,5.579839,4.07298,-109.648593,87.100947,-1.565206,6.903405,-0.258407,10
0.0,-10.47023,-13.933363,-1.79486,166.055017,-294.707798,127.777474,121.29798,-45.297879,14.23427,487.590104,4.119187,-1.579245,-99.342262,-7.243955,3.506722,2.67668,-99.342262,99.707701,-2.10534,4.407379,-0.191651,10
0.0,-8.766293,-16.815356,-0.511069,174.306535,-281.571438,128.7767,134.057159,-47.997549,16.833404,515.587317,2.724888,-0.603897,-92.003701,-1.73979,2.225697,1.684036,-92.003701,108.855526,-2.591332,2.78735,-0.14279,10
0.0,-6.992124,-19.563825,0.777047,180.156062,-268.133594,128.690557,144.171584,-49.131743,19.61513,525.519132,1.773171,-0.180351,-86.531219,2.270347,1.438562,1.052236,-86.531219,115.633369,-3.02473,1.778988,-0.108918,10
0.0,-5.169851,-22.179118,2.06009,184.00128,-255.013117,127.808326,152.120175,-49.468611,22.476793,526.122748,1.145709,-0.0163,-82.276118,5.258773,0.940136,0.655026,-82.276118,120.818836,-3.412271,1.142674,-0.084914,10
0.0,-3.31732,-24.666277,3.331399,186.277506,-242.54344,126.380399,158.427897,-49.408867,25.360396,521.889918,0.731124,0.034448,-78.852255,7.548319,0.612438,0.400811,-78.852255,124.912948,-3.760573,0.728836,-0.067293,10
0.0,-1.448247,-27.032636,4.586518,187.366773,-230.864949,124.597197,163.518805,-49.155129,28.232767,515.15677,0.452464,0.037849,-76.020436,9.349348,0.389147,0.233926,-76.020436,128.235835,-4.075356,0.450829,-0.053946,10
0.0,0.427082,-29.286315,5.822614,187.57322,-220.006305,122.594313,167.704111,-48.81034,31.074725,507.172429,0.261065,0.022785,-73.625838,10.799608,0.232151,0.121572,-73.625838,130.996442,-4.361444,0.258408,-0.043579,10
0.0,2.301052,-31.4354,7.037986,187.128116,-209.938443,120.465058,171.206032,-48.427551,33.875185,498.622784,0.126728,0.001775,-71.564091,11.991249,0.118777,0.044217,-71.564091,133.335225,-4.622881,0.121706,-0.035366,10
0.0,4.168052,-33.487536,8.231706,186.203749,-200.606115,118.272477,174.183257,-48.034396,36.627873,489.891707,0.030563,-0.019861,-69.762278,12.987523,0.035036,-0.010053,-69.762278,135.34948,-4.863048,0.022402,-0.028753,10
0.0,6.023958,-35.44976,9.403366,184.927536,-191.94498,116.058673,176.750408,-47.645243,39.329434,481.195765,-0.03947,-0.039987,-68.167868,13.832976,-0.028003,-0.04871,-68.167868,137.108526,-5.084771,-0.051102,-0.023355,10
0.0,7.865747,-37.328457,10.552903,183.393676,-183.890325,113.851471,178.991599,-47.267383,41.978319,472.65623,-0.091222,-0.057883,-66.741998,14.559743,-0.076222,-0.076565,-66.741998,138.663019,-5.290416,-0.106371,-0.018901,10
0.0,9.691208,-39.129384,11.680479,181.672035,-176.381171,111.669011,180.96962,-46.904259,44.574105,464.338889,-0.129925,-0.073447,-65.455252,15.191517,-0.113603,-0.096796,-65.455252,140.050819,-5.48197,-0.148473,-0.015187,10
0.0,11.498737,-40.857713,12.786405,179.814684,-169.361957,109.52286,182.732133,-46.55721,47.117075,456.276708,-0.159145,-0.086831,-64.284918,15.746114,-0.142909,-0.111551,-64.284918,141.300798,-5.661109,-0.18089,-0.012065,10
0.0,13.28718,-42.51809,13.871081,177.860638,-162.782953,107.420129,184.315901,-46.22642,49.607951,448.483074,-0.181364,-0.098275,-63.213156,16.237173,-0.166102,-0.122315,-63.213156,142.435368,-5.829254,-0.206063,-0.00942,10
0.0,15.055726,-44.114691,14.934966,175.839286,-156.600078,105.364898,185.749701,-45.911456,52.047721,440.959694,-0.198338,-0.108039,-62.225731,16.675298,-0.184599,-0.130129,-62.225731,143.472202,-5.987616,-0.225741,-0.007163,10
0.0,16.803816,-45.651281,15.978545,173.772866,-150.774443,103.359189,187.056367,-45.611568,54.437529,433.701394,-0.211334,-0.116362,-61.311135,17.068857,-0.199442,-0.135739,-61.311135,144.425437,-6.137231,-0.241195,-0.005227,10
0.0,18.53109,-47.131256,17.002317,171.678271,-145.271801,101.403632,188.254249,-45.325862,56.778601,426.699059,-0.22128,-0.123461,-60.45995,17.424534,-0.211413,-0.139686,-60.45995,145.306523,-6.278992,-0.253367,-0.003556,10
0.0,20.237331,-48.557693,18.006783,169.568366,-140.061993,99.497921,189.358257,-45.053399,59.0722,419.941462,-0.228864,-0.12952,-59.664384,17.747738,-0.2211,-0.14237,-59.664384,146.124844,-6.41367,-0.262963,-0.002107,10
0.0,21.922439,-49.933383,18.992438,167.452965,-135.118427,97.641132,190.380637,-44.793249,61.319588,413.416398,-0.234602,-0.134698,-58.917926,18.042883,-0.228957,-0.144085,-58.917926,146.888167,-6.541938,-0.27052,-8.46E-4,10
0.0,23.586397,-51.26087,19.959764,165.339549,-130.417613,95.83194,191.331543,-44.544521,63.522012,407.111384,-0.238889,-0.139127,-58.215091,18.313616,-0.235336,-0.145055,-58.215091,147.60298,-6.66438,-0.276449,2.58E-4,10
0.0,25.229256,-52.542475,20.90923,163.233808,-125.938749,94.068775,192.219467,-44.306377,65.680685,401.014088,-0.242026,-0.142921,-57.551217,18.562971,-0.240513,-0.145451,-57.551217,148.274756,-6.781513,-0.281071,0.001226,10
0.0,26.851114,-53.780323,21.841287,161.140054,-121.663367,92.349924,193.051572,-44.078039,67.796783,395.112581,-0.244247,-0.146172,-56.922314,18.793492,-0.244706,-0.145402,-56.922314,148.908138,-6.89379,-0.284638,0.002078,10
0.0,28.452108,-54.976366,22.75637,159.061525,-117.575028,90.673604,193.83394,-43.858792,69.871439,389.395484,-0.245736,-0.148961,-56.324944,19.007333,-0.248089,-0.145008,-56.324944,149.507102,-7.001612,-0.287346,0.00283,10
0.0,30.032404,-56.132398,23.654895,157.000623,-113.65905,89.038016,194.571776,-43.647976,71.905737,383.852038,-0.246638,-0.151354,-55.756128,19.206325,-0.250803,-0.144348,-55.756128,150.07507,-7.105336,-0.289355,0.003497,10
0.0,31.592186,-57.250077,24.53726,154.9591,-109.90229,87.44138,195.269559,-43.444989,73.900718,378.47213,-0.247068,-0.153407,-55.213265,19.392038,-0.25296,-0.143483,-55.213265,150.615008,-7.205282,-0.290791,0.004088,10
0.0,33.131655,-58.330935,25.403846,152.938196,-106.292947,85.881951,195.931167,-43.249281,75.857372,373.246293,-0.247117,-0.155168,-54.694079,19.565825,-0.254654,-0.142461,-54.694079,151.129497,-7.301733,-0.291758,0.004613,10
0.0,34.651021,-59.376392,26.255016,150.938749,-102.820394,84.358043,196.559977,-43.060347,77.776647,368.165688,-0.24686,-0.156677,-54.196561,19.728858,-0.255961,-0.141321,-54.196561,151.620802,-7.394946,-0.292338,0.005081,10
0.0,36.150503,-60.387767,27.091119,148.961283,-99.475038,82.868031,197.158944,-42.877728,79.659446,363.222074,-0.246355,-0.157969,-53.718937,19.882157,-0.256942,-0.140092,-53.718937,152.090913,-7.485152,-0.2926,0.005499,10
0.0,37.630322,-61.366287,27.912484,147.006073,-96.248195,81.410361,197.730667,-42.701003,81.506628,358.407778,-0.245652,-0.159073,-53.259627,20.026615,-0.257651,-0.138798,-53.259627,152.541591,-7.572559,-0.2926,0.005872,10
0.0,39.0907,-62.313099,28.719428,145.073199,-93.131982,79.98355,198.277441,-42.529786,83.319013,353.715652,-0.24479,-0.160015,-52.817223,20.163018,-0.258131,-0.137459,-52.817223,152.974398,-7.657356,-0.292384,0.006205,10
0.0,40.531861,-63.229272,29.512252,143.162589,-90.119232,78.586186,198.8013,-42.363724,85.097382,349.139043,-0.243801,-0.160816,-52.390464,20.292058,-0.258418,-0.13609,-52.390464,153.390727,-7.739715,-0.29199,0.006504,10
0.0,41.954026,-64.115807,30.291245,141.274054,-87.203407,77.216929,199.304057,-42.202493,86.842479,344.671753,-0.242712,-0.161494,-51.978217,20.414349,-0.258542,-0.134704,-51.978217,153.791826,-7.819793,-0.291451,0.006771,10
0.0,43.357415,-64.973643,31.05668,139.407311,-84.378531,75.874507,199.787331,-42.045796,88.555015,340.308009,-0.241545,-0.162065,-51.579458,20.530437,-0.25853,-0.133309,-51.579458,154.178813,-7.897733,-0.290792,0.007011,10
0.0,44.742244,-65.803662,31.808819,137.562006,-81.639132,74.557716,200.252575,-41.893357,90.235665,336.042424,-0.240318,-0.162545,-51.193262,20.64081,-0.258403,-0.131914,-51.193262,154.552696,-7.973665,-0.290036,0.007225,10
0.0,46.108726,-66.606694,32.547914,135.737731,-78.980188,73.265413,200.701095,-41.744924,91.885075,331.869972,-0.239046,-0.162943,-50.818792,20.745903,-0.258179,-0.130525,-50.818792,154.914387,-8.04771,-0.289203,0.007417,10
0.0,47.457068,-67.383519,33.274204,133.93404,-76.397078,71.996518,201.134071,-41.600264,93.503861,327.785959,-0.237741,-0.163272,-50.455284,20.846109,-0.257875,-0.129147,-50.455284,155.264711,-8.11998,-0.288307,0.007589,10
0.0,48.787474,-68.134874,33.987918,132.150456,-73.885546,70.750007,201.552571,-41.459161,95.092612,323.785995,-0.236415,-0.16354,-50.102041,20.94178,-0.257504,-0.127784,-50.102041,155.604419,-8.190575,-0.287362,0.007743,10
0.0,50.100143,-68.861455,34.689275,130.386482,-71.441662,69.52491,201.957562,-41.321414,96.651889,319.865972,-0.235074,-0.163755,-49.758426,21.033236,-0.257077,-0.126439,-49.758426,155.934194,-8.25959,-0.28638,0.00788,10
0.0,51.395268,-69.56392,35.378484,128.641607,-69.061791,68.320311,202.349928,-41.186839,98.182231,316.022041,-0.233727,-0.163924,-49.423855,21.120764,-0.256604,-0.125115,-49.423855,156.254661,-8.327113,-0.285369,0.008002,10
0.0,52.673038,-70.242893,36.055745,126.915314,-66.742566,67.135338,202.730472,-41.055264,99.684149,312.250594,-0.23238,-0.164053,-49.097793,21.204629,-0.256095,-0.123812,-49.097793,156.566393,-8.393225,-0.284338,0.008111,10
0.0,53.933636,-70.898963,36.721252,125.207082,-64.480862,65.969166,203.099931,-40.926527,101.158137,308.548241,-0.231037,-0.164148,-48.779745,21.285067,-0.255555,-0.122533,-48.779745,156.869914,-8.458,-0.283294,0.008208,10
0.0,55.177239,-71.532692,37.375187,123.516388,-62.273773,64.821014,203.45898,-40.800481,102.604663,304.911798,-0.229702,-0.164214,-48.469256,21.362296,-0.254992,-0.121279,-48.469256,157.165708,-8.521509,-0.282242,0.008294,10
0.0,56.404021,-72.144612,38.017728,121.842716,-60.118598,63.690139,203.808238,-40.676985,104.02418,301.338269,-0.228379,-0.164254,-48.165904,21.436517,-0.25441,-0.120049,-48.165904,157.454219,-8.583817,-0.281188,0.008369,10
0.0,57.614149,-72.735228,38.649044,120.185552,-58.012813,62.575837,204.148276,-40.55591,105.417119,297.824833,-0.227071,-0.164272,-47.869299,21.50791,-0.253816,-0.118846,-47.869299,157.73586,-8.644985,-0.280135,0.008435,10
0.0,58.807786,-73.305025,39.269297,118.54439,-55.954067,61.477437,204.47962,-40.437134,106.783893,294.368829,-0.22578,-0.164273,-47.579079,21.576644,-0.253212,-0.117668,-47.579079,158.011011,-8.705069,-0.279088,0.008493,10
0.0,-3.598435,6.191703,18.846705,132.67545,51.1068,-59.15853,217.749927,32.713799,20.359467,-94.407075,-0.295693,-2.284063,53.512286,67.773747,-2.220666,0.610754,53.512286,137.711316,-10.622443,-0.669797,-2.203576,18
0.0,-2.260137,6.679463,18.186823,134.839435,46.340487,-72.865087,222.522775,30.951496,20.258254,-102.687972,-0.287822,-2.359197,48.45974,63.863715,-2.354553,0.323627,48.45974,141.567372,-12.9236,-0.541929,-2.31408,18
0.0,-0.904735,7.116338,17.38854,136.076573,40.92201,-86.829906,227.278955,28.863923,20.147059,-109.679662,-0.27108,-2.450188,44.375181,59.664277,-2.464589,0.052039,44.375181,145.634735,-15.330767,-0.392933,-2.433621,18
0.0,0.457875,7.495575,16.44958,136.25727,34.805005,-100.987111,232.001996,26.443944,20.033738,-115.189154,-0.245309,-2.557282,40.956602,55.194448,-2.560378,-0.21056,40.956602,149.948252,-17.833631,-0.219994,-2.559584,18
0.0,1.816391,7.809963,15.368481,135.231114,27.945482,-115.237902,236.678192,23.689171,19.926705,-119.017156,-0.210511,-2.679803,38.005301,50.466314,-2.647012,-0.46796,38.005301,154.545301,-20.415085,-0.020402,-2.687981,18
0.0,3.157911,8.05189,14.14498,132.82846,20.307712,-129.439244,241.297156,20.603419,19.834724,-120.971844,-0.166888,-2.815889,35.38615,45.491157,-2.727044,-0.721326,35.38615,159.464874,-23.049458,0.208099,-2.813143,18
