#name zcmb zhel dz mb dmb
370367 0.47175 0.47175 0.0 22.70965 0.15 
370394 0.33081 0.33081 0.0 21.7726 0.15595 
370498 0.26088 0.26088 0.0 21.3572 0.14225 
370566 0.07141 0.07141 0.0 18.15745 0.1192 
370595 0.18141 0.18141 0.0 20.426 0.1593 
380318 0.33829 0.33829 0.0 21.91315 0.151 
390259 0.12211 0.12211 0.0 19.37365 0.11495 
390449 0.25012 0.25012 0.0 21.1135 0.14315 
390627 0.16046 0.16046 0.0 20.16235 0.167 
420196 0.29843 0.29843 0.0 21.99485 0.16045 
420352 0.38887 0.38887 0.0 22.11805 0.14095 
420414 0.29245 0.29245 0.0 21.4687 0.1649 
430003 0.32841 0.32841 0.0 21.6655 0.17245 
440005 0.30549 0.30549 0.0 21.6995 0.13305 
440050 0.28546 0.28546 0.0 21.46645 0.1395 
440236 0.42886 0.42886 0.0 22.4792 0.1471 
440285 0.17967 0.17967 0.0 20.481 0.1699 
440643 0.18959 0.18959 0.0 20.50025 0.1605 
450082 0.24849 0.24849 0.0 21.19025 0.14705 
450339 0.40927 0.40927 0.0 22.48095 0.19045 
460064 0.24146 0.24146 0.0 20.85675 0.13015 
470015 0.33748 0.33748 0.0 21.8791 0.16625 
470043 0.0706 0.0706 0.0 18.48435 0.29975 
470110 0.34546 0.34546 0.0 21.9593 0.1626 
480184 0.3306 0.3306 0.0 21.98705 0.15615 
490007 0.05495 0.05495 0.0 17.60185 0.1165 
490037 0.42359 0.42359 0.0 22.37855 0.1425 
500038 0.1072 0.1072 0.0 19.19495 0.1111 
500065 0.2854 0.2854 0.0 21.2265 0.12315 
500301 0.32553 0.32553 0.0 21.91925 0.1384 
500511 0.33493 0.33493 0.0 21.74575 0.1129 
510113 0.2909 0.2909 0.0 21.30595 0.15955 
510266 0.44058 0.44058 0.0 22.4238 0.13695 
510550 0.24111 0.24111 0.0 21.09055 0.1118 
510597 0.46101 0.46101 0.0 22.75035 0.16435 
520022 0.11944 0.11944 0.0 19.33475 0.1245 
520041 0.54539 0.54539 0.0 23.34415 0.1462 
520071 0.41155 0.41155 0.0 22.6089 0.1289 
530037 0.26848 0.26848 0.0 21.34225 0.14435 
530086 0.04976 0.04976 0.0 17.35275 0.13525 
530251 0.41131 0.41131 0.0 22.5817 0.15385 
550005 0.07369 0.07369 0.0 18.2355 0.1566 
550059 0.31841 0.31841 0.0 22.0816 0.21085 
550137 0.4193 0.4193 0.0 22.16135 0.152 
550202 0.42028 0.42028 0.0 22.49015 0.2331 
560027 0.43885 0.43885 0.0 22.46285 0.19185 
560054 0.4804 0.4804 0.0 22.68865 0.17225 
560150 0.1998 0.1998 0.0 20.66375 0.13595 
570022 0.30143 0.30143 0.0 21.81235 0.1445 
570056 0.2902 0.2902 0.0 21.4412 0.13835 
580104 0.3092 0.3092 0.0 21.58775 0.1462 
580270 0.2956 0.2956 0.0 21.7291 0.123 
580276 0.33848 0.33848 0.0 21.88335 0.13905 
590031 0.3786 0.3786 0.0 22.21555 0.1463 
590194 0.0896 0.0896 0.0 18.72405 0.11685 
520016 0.4507 0.4507 0.0 22.6586 0.15475 
380199 0.4604 0.4604 0.0 22.8011 0.14725 
vespesian 1.206 1.206 0.0 25.73935 0.3352 
washington 1.33 1.33 0.0 25.6034 0.1484 
carter 1.54 1.54 0.0 25.9072 0.21065 
Primo 1.55 1.55 0.0 26.00705 0.18565 
geta 1.7 1.7 0.0 26.0592 0.2832 
stone 1.8 1.8 0.0 26.2011 0.18795 
colfax 2.26 2.26 0.0 26.877 0.2548 
wilson 1.914 1.914 0.0 26.1609 0.2559 
Aphrodite 1.3 1.3 0.0 25.52015 0.17875 
Borg 1.34 1.34 0.0 25.4652 0.1632 
Eagle 1.02 1.02 0.0 24.88235 0.1657 
Frodo 0.735 0.735 0.0 23.70605 0.134 
Gabi 1.12 1.12 0.0 25.0639 0.1649 
Koekemoer 1.23 1.23 0.0 25.28615 0.19155 
Lancaster 1.23 1.23 0.0 25.4985 0.17085 
Manipogo 0.854 0.854 0.0 24.3128 0.21455 
Mcguire 1.37 1.37 0.0 25.5159 0.1622 
Ombo 0.9752 0.9752 0.0 24.7061 0.13985 
Patuxent 0.97 0.97 0.0 25.11545 0.26175 
Rakke 0.74 0.74 0.0 23.8446 0.12605 
Sasquatch 1.39 1.39 0.0 25.36305 0.20125 
Thoth 1.305 1.305 0.0 25.2642 0.235 
Vilas 0.935 0.935 0.0 24.2666 0.1658 
SCP05D0 1.014 1.014 0.0 24.85445 0.2291 
SCP05D6 1.315 1.315 0.0 25.54235 0.1987 
SCP06C0 1.092 1.092 0.0 24.63835 0.26405
